"CustomerId","ProductName"
15634602,"PROD_1"
15647311,"PROD_1"
15619304,"PROD_1"
15619304,"PROD_2"
15619304,"PROD_3"
15701354,"PROD_1"
15701354,"PROD_2"
15737888,"PROD_1"
15574012,"PROD_1"
15574012,"PROD_2"
15592531,"PROD_1"
15592531,"PROD_2"
15656148,"PROD_1"
15656148,"PROD_2"
15656148,"PROD_3"
15656148,"PROD_4"
15792365,"PROD_1"
15792365,"PROD_2"
15592389,"PROD_1"
15767821,"PROD_1"
15767821,"PROD_2"
15737173,"PROD_1"
15737173,"PROD_2"
15632264,"PROD_1"
15632264,"PROD_2"
15691483,"PROD_1"
15691483,"PROD_2"
15600882,"PROD_1"
15600882,"PROD_2"
15643966,"PROD_1"
15643966,"PROD_2"
15737452,"PROD_1"
15788218,"PROD_1"
15788218,"PROD_2"
15661507,"PROD_1"
15568982,"PROD_1"
15568982,"PROD_2"
15577657,"PROD_1"
15577657,"PROD_2"
15597945,"PROD_1"
15597945,"PROD_2"
15699309,"PROD_1"
15725737,"PROD_1"
15725737,"PROD_2"
15625047,"PROD_1"
15738191,"PROD_1"
15738191,"PROD_2"
15736816,"PROD_1"
15700772,"PROD_1"
15700772,"PROD_2"
15728693,"PROD_1"
15656300,"PROD_1"
15656300,"PROD_2"
15589475,"PROD_1"
15589475,"PROD_2"
15589475,"PROD_3"
15706552,"PROD_1"
15750181,"PROD_1"
15750181,"PROD_2"
15659428,"PROD_1"
15659428,"PROD_2"
15732963,"PROD_1"
15732963,"PROD_2"
15794171,"PROD_1"
15788448,"PROD_1"
15729599,"PROD_1"
15717426,"PROD_1"
15585768,"PROD_1"
15585768,"PROD_2"
15619360,"PROD_1"
15738148,"PROD_1"
15687946,"PROD_1"
15755196,"PROD_1"
15684171,"PROD_1"
15754849,"PROD_1"
15754849,"PROD_2"
15602280,"PROD_1"
15771573,"PROD_1"
15766205,"PROD_1"
15771873,"PROD_1"
15771873,"PROD_2"
15616550,"PROD_1"
15616550,"PROD_2"
15768193,"PROD_1"
15768193,"PROD_2"
15683553,"PROD_1"
15683553,"PROD_2"
15702298,"PROD_1"
15569590,"PROD_1"
15760861,"PROD_1"
15630053,"PROD_1"
15647091,"PROD_1"
15623944,"PROD_1"
15804771,"PROD_1"
15651280,"PROD_1"
15773469,"PROD_1"
15773469,"PROD_2"
15702014,"PROD_1"
15702014,"PROD_2"
15751208,"PROD_1"
15592461,"PROD_1"
15789484,"PROD_1"
15789484,"PROD_2"
15696061,"PROD_1"
15641582,"PROD_1"
15641582,"PROD_2"
15638424,"PROD_1"
15638424,"PROD_2"
15755648,"PROD_1"
15703793,"PROD_1"
15703793,"PROD_2"
15703793,"PROD_3"
15703793,"PROD_4"
15620344,"PROD_1"
15812518,"PROD_1"
15779052,"PROD_1"
15779052,"PROD_2"
15770811,"PROD_1"
15770811,"PROD_2"
15780961,"PROD_1"
15780961,"PROD_2"
15614049,"PROD_1"
15614049,"PROD_2"
15662085,"PROD_1"
15575185,"PROD_1"
15803136,"PROD_1"
15803136,"PROD_2"
15706021,"PROD_1"
15706021,"PROD_2"
15663706,"PROD_1"
15641732,"PROD_1"
15641732,"PROD_2"
15701164,"PROD_1"
15738751,"PROD_1"
15738751,"PROD_2"
15805254,"PROD_1"
15805254,"PROD_2"
15762418,"PROD_1"
15625759,"PROD_1"
15625759,"PROD_2"
15622897,"PROD_1"
15622897,"PROD_2"
15622897,"PROD_3"
15767954,"PROD_1"
15767954,"PROD_2"
15757535,"PROD_1"
15757535,"PROD_2"
15757535,"PROD_3"
15731511,"PROD_1"
15731511,"PROD_2"
15809248,"PROD_1"
15809248,"PROD_2"
15640635,"PROD_1"
15640635,"PROD_2"
15676966,"PROD_1"
15676966,"PROD_2"
15699461,"PROD_1"
15738721,"PROD_1"
15693683,"PROD_1"
15693683,"PROD_2"
15604348,"PROD_1"
15604348,"PROD_2"
15633059,"PROD_1"
15633059,"PROD_2"
15808582,"PROD_1"
15743192,"PROD_1"
15743192,"PROD_2"
15580146,"PROD_1"
15776605,"PROD_1"
15776605,"PROD_2"
15804919,"PROD_1"
15613854,"PROD_1"
15613854,"PROD_2"
15599195,"PROD_1"
15812878,"PROD_1"
15602312,"PROD_1"
15744689,"PROD_1"
15803526,"PROD_1"
15665790,"PROD_1"
15665790,"PROD_2"
15715951,"PROD_1"
15591100,"PROD_1"
15609618,"PROD_1"
15609618,"PROD_2"
15675522,"PROD_1"
15675522,"PROD_2"
15705512,"PROD_1"
15698028,"PROD_1"
15698028,"PROD_2"
15661670,"PROD_1"
15600781,"PROD_1"
15600781,"PROD_2"
15682472,"PROD_1"
15682472,"PROD_2"
15580203,"PROD_1"
15690673,"PROD_1"
15690673,"PROD_2"
15760085,"PROD_1"
15779659,"PROD_1"
15627360,"PROD_1"
15671137,"PROD_1"
15782688,"PROD_1"
15575492,"PROD_1"
15575492,"PROD_2"
15591607,"PROD_1"
15740404,"PROD_1"
15740404,"PROD_2"
15718369,"PROD_1"
15677871,"PROD_1"
15642004,"PROD_1"
15642004,"PROD_2"
15712543,"PROD_1"
15712543,"PROD_2"
15584518,"PROD_1"
15584518,"PROD_2"
15802381,"PROD_1"
15610156,"PROD_1"
15594408,"PROD_1"
15640905,"PROD_1"
15640905,"PROD_2"
15698932,"PROD_1"
15724944,"PROD_1"
15724944,"PROD_2"
15628145,"PROD_1"
15713483,"PROD_1"
15612350,"PROD_1"
15800703,"PROD_1"
15705707,"PROD_1"
15705707,"PROD_2"
15754105,"PROD_1"
15703264,"PROD_1"
15794413,"PROD_1"
15794413,"PROD_2"
15650237,"PROD_1"
15650237,"PROD_2"
15759618,"PROD_1"
15811589,"PROD_1"
15811589,"PROD_2"
15689044,"PROD_1"
15709368,"PROD_1"
15709368,"PROD_2"
15679145,"PROD_1"
15655007,"PROD_1"
15655007,"PROD_2"
15623595,"PROD_1"
15623595,"PROD_2"
15589975,"PROD_1"
15804017,"PROD_1"
15692132,"PROD_1"
15641122,"PROD_1"
15641122,"PROD_2"
15630910,"PROD_1"
15680772,"PROD_1"
15680772,"PROD_2"
15658929,"PROD_1"
15585388,"PROD_1"
15585388,"PROD_2"
15724623,"PROD_1"
